"shot_id","shot_made_flag"
1,0.413330376148224
8,0.413330376148224
17,0.576583802700043
20,0.576583802700043
33,0.413330376148224
34,0.413330376148224
35,0.576583802700043
36,0.576583802700043
37,0.576583802700043
38,0.413330376148224
45,0.576583802700043
50,0.413330376148224
55,0.227501153945923
60,0.227501153945923
66,0.413330376148224
67,0.413330376148224
71,0.413330376148224
80,0.413330376148224
85,0.413330376148224
86,0.413330376148224
95,0.413330376148224
104,0.413330376148224
113,0.413330376148224
123,0.413330376148224
126,0.413330376148224
133,0.576583802700043
141,0.413330376148224
144,0.352318674325943
150,0.576583802700043
152,0.413330376148224
153,0.576583802700043
156,0.576583802700043
159,0.91129606962204
165,0.91129606962204
172,0.413330376148224
182,0.91129606962204
192,0.413330376148224
193,0.576583802700043
196,0.413330376148224
202,0.413330376148224
210,0.352318674325943
211,0.413330376148224
228,0.91129606962204
257,0.413330376148224
260,0.413330376148224
264,0.413330376148224
267,0.413330376148224
279,0.91129606962204
282,0.413330376148224
293,0.413330376148224
299,0.413330376148224
300,0.413330376148224
301,0.413330376148224
317,0.352318674325943
327,0.352318674325943
328,0.413330376148224
335,0.576583802700043
346,0.413330376148224
348,0.413330376148224
365,0.413330376148224
390,0.576583802700043
391,0.576583802700043
392,0.413330376148224
397,0.352318674325943
418,0.413330376148224
428,0.221847265958786
434,0.413330376148224
439,0.576583802700043
440,0.352318674325943
456,0.413330376148224
459,0.413330376148224
472,0.413330376148224
480,0.413330376148224
491,0.352318674325943
497,0.413330376148224
509,0.352318674325943
511,0.352318674325943
523,0.221847265958786
533,0.413330376148224
544,0.576583802700043
546,0.352318674325943
555,0.576583802700043
558,0.352318674325943
560,0.413330376148224
573,0.413330376148224
591,0.413330376148224
596,0.413330376148224
597,0.413330376148224
601,0.413330376148224
605,0.413330376148224
617,0.413330376148224
628,0.413330376148224
634,0.413330376148224
646,0.413330376148224
649,0.413330376148224
651,0.576583802700043
654,0.91129606962204
656,0.576583802700043
657,0.413330376148224
